[273, 253, 431];[59.02, 44.69, 55.96]
[929, 965, 727];[46.72, 56.51, 79.1]
[207, 240, 201];[13.08, 50.12, 115.38]
[447, 885, 554];[66.92, 58.96, 70.13]
[883, 733, 894];[61.91, 50.0, 52.0]
[223, 23, 923];[52.41, 48.27, 36.05]
[950, 783, 760];[50.2, 78.75, 26.86]
[840, 78, 316];[16.08, 40.68, 51.29]
[896, 942, 358];[49.71, 49.03, 45.76]
[301, 172, 142];[57.39, 51.08, 20.02]
[363, 786, 890];[76.65, 40.31, 57.85]
[73, 890, 87];[81.76, 57.64, 22.13]
[291, 603, 727];[52.59, 67.2, 59.66]
[40, 312, 219];[69.11, 71.65, 33.45]
[751, 6, 88];[63.98, 75.55, 0.79]
[970, 476, 447];[33.54, 58.92, 64.16]
[116, 166, 426];[51.21, 50.88, 42.19]
[256, 730, 929];[65.75, 78.9, 51.26]
[135, 99, 793];[35.65, 31.53, 39.39]
[777, 216, 223];[33.21, 63.03, 81.3]
[730, 789, 249];[74.01, 77.02, 54.55]
[77, 881, 795];[77.41, 67.27, 42.61]
[84, 212, 211];[1.64, 39.01, 57.98]
[291, 142, 779];[50.75, 16.51, 46.93]
[30, 172, 796];[21.62, 56.65, 58.28]
[768, 889, 965];[14.19, 61.85, 54.32]
[869, 882, 942];[54.92, 43.38, 76.57]
[703, 798, 36];[63.32, 56.71, 58.32]
[782, 805, 780];[69.62, 50.31, 92.02]
[125, 84, 754];[75.23, 8.7, 44.91]
[105, 369, 917];[98.3, 49.82, 27.41]
[920, 842, 768];[50.64, 25.98, 19.41]
[950, 461, 38];[80.33, 106.99, 76.44]
[793, 67, 799];[35.02, 50.59, 76.46]
[21, 883, 831];[50.0, 61.91, 59.63]
[892, 358, 369];[72.49, 44.53, 44.27]
[976, 965, 925];[35.9, 53.15, 50.16]
[253, 732, 533];[48.9, 50.72, 82.05]
[135, 564, 454];[30.1, 65.15, 14.54]
[396, 925, 753];[47.79, 51.0, 61.68]
[843, 446, 252];[63.72, 47.11, 59.59]
[564, 113, 7];[41.53, 63.08, 57.88]
[425, 6, 201];[70.9, 72.42, 52.83]
[47, 760, 7];[73.23, 40.77, 60.71]
[794, 23, 445];[125.81, 55.6, 60.08]
[755, 914, 331];[56.97, 52.78, 54.34]
[396, 454, 942];[47.08, 15.95, 50.05]
[752, 948, 560];[55.21, 63.61, 56.69]
[100, 28, 261];[6.39, 43.95, 70.79]
[873, 142, 303];[71.45, 19.77, 44.8]
[83, 261, 240];[61.75, 66.86, 53.69]
[469, 342, 358];[11.59, 87.68, 50.78]
[166, 421, 58];[36.98, 33.25, 60.89]
[775, 201, 139];[67.8, 72.9, 83.75]
[870, 752, 128];[79.55, 52.03, 94.12]
[313, 885, 461];[67.03, 51.29, 75.65]
[923, 758, 256];[32.99, 40.82, 62.71]
[53, 351, 11];[52.43, 82.24, 117.0]
[798, 418, 464];[58.69, 63.1, 31.3]
[805, 703, 802];[53.94, 58.94, 56.81]
[110, 705, 396];[64.66, 83.45, 51.21]
[286, 760, 140];[15.2, 50.77, 55.4]
[950, 945, 894];[68.16, 44.92, 45.22]
[159, 373, 834];[102.49, 63.0, 76.48]
[826, 387, 211];[27.82, 45.91, 50.01]
[363, 787, 774];[50.57, 52.33, 68.33]
[894, 442, 826];[52.58, 50.78, 28.67]
[211, 859, 942];[42.14, 14.44, 48.27]
[891, 286, 894];[73.93, 23.24, 53.25]
[948, 341, 843];[52.57, 45.08, 60.8]
[351, 249, 570];[59.76, 50.21, 36.45]
[948, 757, 831];[54.32, 51.0, 61.72]
[279, 703, 826];[67.13, 62.08, 28.89]
[885, 766, 795];[61.68, 56.02, 43.28]
[570, 156, 65];[40.91, 85.09, 69.68]
[312, 559, 418];[76.14, 62.31, 69.12]
[88, 341, 914];[2.2, 46.55, 58.86]
[948, 889, 775];[63.14, 72.92, 61.25]
[442, 295, 156];[76.71, 66.2, 65.82]
[945, 34, 643];[67.09, 92.65, 35.89]
[831, 446, 778];[67.47, 47.74, 5.87]
[437, 790, 972];[52.31, -5.13, 84.69]
[166, 158, 778];[54.67, 96.93, 2.43]
[891, 201, 425];[85.06, 85.42, 73.42]
[878, 47, 970];[65.46, 81.81, 33.84]
[118, 21, 445];[26.72, 61.79, 69.36]
[18, 211, 113];[58.63, 60.69, 78.99]
[791, 645, 83];[32.59, 13.23, 64.27]
[2, 160, 695];[107.54, 79.73, 34.05]
[405, 867, 220];[95.55, 73.65, 41.53]
[259, 146, 131];[39.93, 54.52, 31.84]
[296, 842, 118];[67.16, 24.81, 20.53]
[831, 476, 19];[58.84, 103.98, 75.21]
[99, 826, 840];[40.07, 18.58, 16.27]
[240, 836, 304];[50.0, 50.0, 20.0]
[387, 337, 797];[46.1, 52.0, 67.81]
[19, 418, 36];[79.61, 67.2, 44.96]
[40, 244, 451];[67.93, 48.86, 31.54]
[135, 958, 749];[32.4, 60.09, 66.51]
[866, 896, 109];[44.16, 48.31, 53.12]
[320, 448, 877];[70.97, 66.98, 37.45]
[89, 91, 766];[10.51, 73.49, 55.18]
[469, 890, 212];[14.96, 50.97, 39.34]
[90, 826, 947];[55.32, 18.89, 63.83]
[705, 165, 40];[65.13, 67.41, 66.53]
[577, 799, 445];[60.05, 79.05, 62.71]
[787, 871, 316];[51.31, 15.62, 69.8]
[956, 303, 207];[64.11, 47.23, 14.33]
[213, 835, 18];[30.77, 40.74, 58.66]
[387, 567, 834];[53.49, 69.47, 74.69]
[139, 875, 773];[81.69, 48.46, 50.11]
[2, 150, 18];[89.52, 30.12, 43.89]
[437, 789, 446];[50.56, 58.7, 30.21]
[768, 920, 751];[11.82, 49.89, 71.28]
[790, 769, 839];[-0.89, 79.9, 10.08]
[755, 331, 957];[68.97, 46.78, 72.7]
[163, 921, 956];[94.2, 70.84, 74.48]
[26, 251, 793];[5.51, 65.07, 38.7]
[874, 447, 471];[27.26, 73.55, 10.52]
[918, 178, 826];[46.83, 57.79, -2.33]
[566, 48, 892];[33.71, 85.11, 61.27]
[341, 435, 358];[36.45, 37.94, 52.75]
[890, 461, 9];[62.61, 93.01, 28.19]
[873, 94, 118];[64.32, 75.11, 33.69]
[875, 212, 100];[44.0, 38.01, 4.02]
[771, 942, 777];[51.48, 46.36, 29.68]
[882, 922, 553];[40.92, 70.58, 26.26]
[884, 396, 776];[58.72, 47.19, 45.41]
[32, 335, 869];[87.8, 59.87, 50.39]
[560, 261, 733];[51.04, 65.26, 49.29]
[945, 252, 795];[57.58, 61.34, 43.28]
[922, 135, 99];[73.13, 30.5, 34.46]
[235, 603, 861];[43.77, 50.53, 56.71]
[454, 32, 771];[15.55, 97.92, 55.18]
[435, 776, 327];[37.06, 42.36, 61.07]
[133, 866, 296];[10.22, 44.43, 61.39]
[564, 125, 303];[73.61, 60.42, 52.29]
[105, 891, 89];[76.85, 79.38, 13.47]
[296, 604, 21];[46.49, 3.62, 41.14]
[316, 780, 918];[49.66, 98.9, 48.38]
[78, 304, 28];[45.53, 19.11, 38.51]
[78, 238, 733];[51.49, 51.82, 39.87]
[23, 212, 421];[46.05, 42.9, 33.23]
[387, 972, 642];[51.89, 88.41, 33.9]
[459, 843, 755];[59.4, 81.39, 62.36]
[556, 925, 858];[34.85, 54.39, 66.68]
[889, 105, 339];[63.41, 74.05, 15.93]
[861, 976, 249];[98.65, 42.7, 53.87]
[956, 841, 342];[123.83, 102.01, 91.09]
[951, 559, 777];[57.86, 68.69, 26.84]
[238, 118, 563];[42.23, 9.22, 91.65]
[748, 865, 890];[67.1, 71.02, 59.39]
[60, 873, 760];[34.33, 77.75, 41.55]
[834, 11, 223];[106.04, 165.15, 59.13]
[2, 917, 320];[80.06, 32.0, 68.0]
[427, 561, 921];[50.2, 61.02, 58.02]
[920, 17, 567];[49.29, 51.07, 72.3]
[730, 138, 40];[53.71, 20.64, 69.11]
[556, 110, 373];[33.12, 63.91, 50.99]
[762, 17, 891];[71.38, 48.3, 73.45]
[604, 133, 338];[3.41, 11.59, 37.65]
[431, 476, 858];[54.32, 59.93, 53.05]
[147, 47, 30];[36.82, 70.73, 21.58]
[872, 256, 907];[38.82, 48.99, 84.69]
[387, 369, 836];[51.35, 42.76, 83.52]
[418, 965, 30];[69.44, 64.49, 25.3]
[858, 917, 201];[56.97, 30.13, 89.56]
[128, 412, 781];[97.03, 68.4, 51.78]
[919, 569, 832];[67.35, 55.19, 51.51]
[402, 894, 38];[34.65, 79.02, 63.67]
[22, 19, 362];[88.44, 81.45, 82.94]
[787, 727, 730];[66.52, 79.91, 99.11]
[254, 46, 273];[75.16, 87.38, 67.69]
[839, 778, 9];[17.47, -2.61, 32.95]
[363, 782, 754];[144.34, 53.27, 37.86]
[754, 644, 758];[38.91, 66.28, 50.68]
[73, 374, 335];[77.36, 108.1, 55.99]
[644, 163, 125];[62.35, 80.46, 52.96]
[160, 139, 109];[79.53, 75.21, 59.71]
[946, 273, 965];[114.76, 77.52, 60.75]
[104, 213, 843];[59.99, 31.47, 64.44]
[216, 30, 100];[95.52, 27.54, -3.35]
[163, 362, 971];[53.3, 111.06, 67.69]
[295, 469, 116];[65.4, 21.01, 56.85]
[644, 100, 703];[66.0, 4.02, 56.03]
[125, 30, 91];[54.11, 25.94, 75.17]
[777, 907, 67];[29.39, 49.97, 38.31]
[925, 133, 212];[50.67, 11.66, 38.86]
[760, 163, 142];[29.47, 64.5, 20.15]
[294, 149, 147];[75.58, 65.71, 39.04]
[304, 396, 286];[19.49, 45.28, 37.25]
[22, 882, 6];[79.49, 36.97, 73.86]
[343, 166, 435];[51.31, 54.69, 40.95]
[22, 213, 877];[76.29, 34.6, 39.4]
[945, 459, 796];[71.3, 86.97, 57.78]
[339, 448, 923];[11.41, 89.39, 31.29]
[885, 645, 133];[56.78, 23.27, 14.3]
[874, 9, 780];[64.39, 24.14, 77.73]
[890, 365, 976];[56.21, 41.52, 37.53]
[730, 249, 252];[82.51, 48.61, 85.04]
[871, 604, 757];[20.4, 1.69, 51.3]
[790, 83, 279];[6.37, 48.03, 65.03]
[475, 201, 865];[34.58, 106.83, 55.62]
[104, 140, 880];[56.06, 54.24, 20.69]
[925, 211, 320];[41.87, 66.27, 67.58]
[869, 803, 645];[44.89, 48.04, 28.31]
[327, 301, 860];[59.85, 100.88, 44.64]
[149, 369, 437];[75.78, 53.49, 42.42]
[475, 965, 37];[40.18, 55.01, 74.19]
[259, 752, 21];[39.19, 54.22, 79.61]
[329, 858, 150];[67.77, 45.37, 25.24]
[212, 67, 796];[55.21, 46.18, 50.53]
[760, 369, 931];[70.11, 58.29, 79.35]
[165, 878, 883];[100.94, 69.37, 52.06]
[362, 334, 359];[52.01, 39.97, 41.95]
[135, 732, 254];[30.08, 49.77, 60.36]
[867, 46, 291];[49.64, 63.18, 51.33]
[18, 99, 365];[53.77, 35.97, 34.84]
[928, 755, 38];[45.38, 65.95, 58.28]
[859, 421, 564];[13.14, 31.48, 90.2]
[758, 768, 149];[42.15, 12.52, 73.76]
[335, 32, 805];[65.75, 78.51, 50.56]
[6, 125, 334];[60.15, 55.39, 48.95]
[256, 763, 118];[61.28, 37.71, 19.08]
[914, 145, 775];[50.6, 55.77, 59.24]
[89, 920, 413];[13.33, 49.65, 92.74]
[294, 965, 459];[75.16, 38.47, 92.15]
[711, 30, 752];[64.39, 12.04, 57.92]
[256, 976, 733];[75.23, 26.26, 54.32]
[762, 139, 885];[73.44, 66.84, 41.62]
[794, 919, 773];[133.89, 63.93, 40.02]
[334, 564, 560];[56.97, 75.22, 36.21]
[128, 957, 304];[106.4, 68.8, 21.91]
[110, 800, 18];[87.26, 40.0, 41.86]
[603, 695, 777];[109.51, 52.04, 33.94]
[780, 451, 110];[107.64, 36.03, 85.55]
[802, 38, 8];[51.18, 57.08, 101.59]
[928, 303, 874];[47.02, 49.3, 66.8]
[945, 868, 261];[51.82, 67.39, 76.49]
[240, 711, 881];[53.91, 102.38, 50.07]
[295, 925, 312];[65.31, 52.64, 75.87]
[104, 790, 567];[58.56, 17.29, 77.88]
[318, 801, 645];[112.35, 8.44, 98.54]
[883, 775, 728];[33.68, 60.3, 76.96]
[363, 861, 20];[50.0, 43.94, 79.97]
[17, 832, 896];[52.67, 50.25, 48.07]
[644, 360, 235];[65.13, 57.63, 43.44]
[53, 436, 918];[33.3, 66.36, 42.18]
[446, 859, 139];[59.18, 8.15, 69.77]
[868, 158, 695];[43.67, 69.66, 35.91]
[877, 971, 769];[38.18, 71.9, 66.65]
[156, 30, 223];[78.6, 20.06, 55.52]
[567, 559, 128];[71.36, 61.15, 86.31]
[923, 875, 362];[35.44, 44.27, 54.14]
[931, 362, 23];[57.49, 50.38, 54.92]
[156, 793, 304];[59.81, 38.55, 20.13]
[803, 128, 140];[47.49, 85.67, 52.19]
[799, 894, 149];[74.04, 46.34, 48.79]
[841, 889, 405];[66.15, 59.06, 59.11]
[58, 705, 159];[56.74, 63.32, 91.21]
[569, 131, 109];[49.67, 12.32, 60.32]
[958, 88, 919];[74.58, 14.38, 65.47]
[223, 67, 215];[52.04, 35.73, 46.89]
[238, 67, 577];[56.03, 36.07, 69.8]
[789, 866, 951];[75.03, 51.91, 39.44]
[437, 957, 475];[51.32, 74.18, 0.57]
[253, 894, 760];[54.5, 42.02, 52.12]
[359, 965, 759];[59.86, 52.73, 53.58]
[212, 732, 645];[32.35, 47.84, 37.91]
[358, 893, 447];[47.99, 65.54, 74.24]
[147, 240, 459];[40.58, 52.77, 83.08]
[751, 895, 976];[60.39, 47.74, 36.34]
[90, 365, 251];[54.37, 22.75, 56.14]
[101, 256, 396];[3.95, 58.6, 50.79]
[110, 798, 442];[62.01, 64.0, 50.0]
[22, 800, 459];[63.93, 54.85, 49.93]
[91, 951, 113];[74.01, 50.62, 50.94]
[60, 865, 138];[31.96, 56.27, 20.7]
[9, 768, 553];[28.75, 11.58, 27.62]
[369, 802, 259];[45.29, 66.17, 42.78]
[6, 604, 805];[73.7, 3.61, 51.12]
[6, 773, 644];[68.55, 37.23, 66.16]
[29, 172, 91];[24.84, 56.82, 61.18]
[166, 23, 47];[53.11, 56.58, 72.81]
[211, 358, 765];[59.89, 52.57, 82.21]
[570, 158, 771];[42.37, 87.06, 67.61]
[703, 215, 795];[55.2, 45.01, 44.34]
[131, 790, 339];[7.33, 7.31, 1.1]
[759, 869, 771];[65.13, 50.48, 65.97]
[773, 215, 318];[37.53, 42.36, 55.34]
[781, 843, 793];[48.75, 69.58, 36.26]
[365, 833, 238];[25.7, 78.7, 41.6]
[831, 369, 58];[61.33, 32.37, 67.98]
[947, 730, 447];[53.03, 59.81, 69.16]
[139, 869, 18];[79.7, 49.5, 59.91]
[421, 338, 220];[25.88, 25.03, 40.13]
[249, 101, 374];[55.37, 5.22, 87.49]
[949, 781, 891];[43.6, 52.08, 72.84]
[972, 216, 445];[90.93, 46.2, 68.9]
[918, 800, 26];[54.67, 34.95, 1.63]
[779, 36, 892];[37.31, 44.15, 90.6]
[65, 392, 766];[63.72, 16.74, 28.68]
[312, 249, 872];[87.51, 56.18, 32.35]
[956, 781, 919];[65.86, 49.97, 57.49]
[22, 891, 447];[64.02, 72.0, 55.75]
[711, 786, 861];[49.91, 43.49, 43.49]
[396, 65, 274];[47.53, 73.12, 50.85]
[556, 446, 216];[49.94, 62.01, 42.58]
[116, 792, 179];[49.55, 65.22, 58.6]
[342, 142, 805];[79.21, 19.56, 49.26]
[872, 780, 201];[38.02, 92.49, 52.15]
[896, 861, 551];[46.49, 40.57, 88.03]
[244, 427, 758];[50.1, 49.79, 40.5]
[339, 91, 32];[11.49, 69.15, 76.87]
[780, 875, 318];[92.99, 43.56, 59.86]
[788, 793, 244];[34.43, 31.84, 43.32]
[754, 972, 889];[39.56, 76.73, 62.35]
[418, 58, 919];[66.61, 44.39, 63.01]
[448, 755, 18];[66.53, 52.8, 53.55]
[131, 802, 73];[44.44, 56.44, 77.81]
[789, 472, 762];[81.71, 80.32, 71.5]
[2, 331, 695];[60.97, 50.81, 53.5]
[551, 928, 448];[91.25, 42.93, 66.17]
[421, 920, 213];[37.77, 47.87, 36.68]
[402, 919, 435];[16.37, 70.14, 32.27]
[788, 861, 2];[39.16, 72.2, 49.12]
[436, 140, 227];[70.73, 49.9, 82.9]
[955, 801, 884];[33.93, 5.07, 58.55]
[116, 971, 956];[48.19, 76.21, 79.15]
[220, 773, 727];[27.81, 47.6, 95.62]
[442, 748, 783];[83.3, 72.82, 78.69]
[602, 760, 872];[80.97, 56.0, 42.93]
[213, 435, 475];[37.21, 45.83, 24.7]
[387, 446, 53];[46.82, 46.54, 49.49]
[803, 765, 149];[44.01, 64.01, 50.0]
[556, 951, 787];[35.31, 50.28, 52.15]
[100, 124, 880];[4.15, 66.42, 20.57]
[461, 832, 427];[53.98, 52.87, 49.94]
[872, 866, 104];[40.14, 49.24, 50.94]
[213, 20, 238];[36.13, 80.19, 66.91]
[789, 471, 89];[75.14, 23.16, 13.45]
[396, 799, 425];[49.56, 71.33, 70.44]
[840, 858, 972];[13.6, 55.72, 80.88]
[454, 11, 797];[15.13, 90.01, 60.45]
[925, 133, 55];[52.23, 18.2, 66.46]
[359, 158, 920];[48.27, 69.19, 50.66]
[32, 771, 800];[83.86, 58.99, 46.98]
[47, 158, 556];[74.43, 72.27, 38.9]
[109, 34, 36];[58.56, 94.73, 45.09]
[207, 965, 327];[15.3, 61.28, 50.82]
[775, 773, 786];[64.91, 42.99, 58.41]
[835, 533, 765];[38.14, 79.16, 67.47]
[839, 67, 733];[-4.18, 40.57, 47.8]
